wav_filename,wav_filesize,transcript
/home/ubuntu/KerasDeepSpeech/dataset/2902-9008-0003.wav,463278,"she has left her eyes off her manuscript. she is looking out with kindling countenance over the &gardens& of the &museum&. her ripe curling greek lips, such as we never see <now<, even among her own {wives{ and {sisters{ open."
/home/ubuntu/KerasDeepSpeech/dataset/2902-9008-0005.wav,166798,"if they have cast off the vulgar heard, they have not cast off |hypatia|."
/home/ubuntu/KerasDeepSpeech/dataset/2902-9008-0006.wav,587118,"to be welcomed into the celestial ranks of the heroic, to rise to the immortal gods, to the ineffable powers onward upward ever through ages and through eternities, to lie. find my home at last, and vanish in the glory of the nameless and the absolute :one:."
/home/ubuntu/KerasDeepSpeech/dataset/2902-9008-0010.wav,256718,"hi, she answered :half: bitterly and would that we could live without food and ^imitate^ perfectly the immortal gods."
/home/ubuntu/KerasDeepSpeech/dataset/2902-9008-0011.wav,221198,"there is fruit with (lentils( and |rice| waiting for you in the next room, and |brett| and less you despise it too much."
/home/ubuntu/KerasDeepSpeech/dataset/2902-9008-0012.wav,218478,"strange that men should be content to &groveland&, be men when they might rise to the rank of gods."
/home/ubuntu/KerasDeepSpeech/dataset/2902-9008-0014.wav,431758,"and her voice took a tone which made it somewhat uncertain whether, in spite of all the lofty ^impassibility^ which she felt bound to possess, she did not hate |pelageya| with the most human and mundane hatred."
/home/ubuntu/KerasDeepSpeech/dataset/2902-9008-0015.wav,87118,his excellency madam the {prefect{.
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0000.wav,100238,|shasta| rambles and modok memories.
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0001.wav,667598,"arctic beauty in &desolation&. with their blessings and dangers, all may be found here. to test the ^endurance^ and skill of adventurous {climbers{, but far better than ^climbing^, the &mountain& is going around. it's warm, fertile base, enjoying its bounties like a be circling around a &bank of flowers&."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0005.wav,270798,":one: (blanket( will be enough to carry, or you may forgo the pleasure in burden altogether as wood for fires is everywhere abundant."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0006.wav,81678,only a little (food( will be required.
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0007.wav,222958,"thus, :one: {saunters{ on and on in the glorious radiance another piece and forgetfulness of time."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0008.wav,415598,"yet strange to say there are days even here somewhat dull looking when the &mountain& seems uncommunicative, sending out no appreciable invitation, as if not at &home&."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0010.wav,497518,"every ^crystal dance^ is responsive to the touches of the sun and the currents of sap in the growing cells of all the vegetation are ever in a vital world and rush. and though many feet and wings are folded, how many arister?"
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0011.wav,343438,"slight rain storms are likely to be encountered in a trip round the &mountain&, but :one: <may< easily find shelter beneath. well fetched trees that shed the rain like a roof."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0013.wav,291918,:1000 thousand: voices are heard but so finely blended. they seem a part of the <night< itself and make a deeper silence.
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0014.wav,230638,and setting out from &strawberry valley& by bearing off to the northwestward a few :miles: you may see.
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0016.wav,280078,"it is lined with &emerald algy& and &mosses& and shaded with &alder&, &willow& and &thornbushes& which give it a fine setting."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0017.wav,450798,it is :3: or :4 miles: long and terminates at an elevation of about :9500 feet: above sea level in &moraine& sprinkled ice cliffs :60 feet: high.
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0018.wav,180878,the long &gray slopes& leading up to the &glacier& seem remarkably smooth and unbroken.
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0019.wav,563918,"most of the drainage of the &glacier& vanish is at once in the porous rocks to appear in &springs& in the distant &valley&, and it is only in time of flood that the channel carries much water. then there are several fine falls in the &gorge&, :600 feet: or more in height."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0020.wav,512718,"tracing this wild changing channel &gorge gully& or &canyon&, the sections will show &mount shasta& as a huge palimpsest, containing the records layer upon layer of strangely contrasted events in its fiery icy ^history^."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0021.wav,408558,"regaining the low ground at the base of the &mountain& and holding on in your grand orbit, you pass through a belt of &juniper woods& called the &cedars tushi prague& at the foot of the &shasta pass&."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0022.wav,207118,"here you strike the old &immigrant rd&, which leads over the low divide to the eastern slopes of the &mountain&."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0023.wav,165040,&mount bremer& is the most noted stronghold of the sheep in the whole &shasta& region.
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0024.wav,452878,"large flocks dwell here <from year to year<, <winter< and <summer<, decending occasionally into the adjacent sage plans and lava beds to feed but ever ready to take refuge in the jagged crags of their &mountain& at every alarm."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0025.wav,159118,"while traveling with a company of {hunters{, i saw about :50 in one: flock."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0028.wav,207438,"but neither the glorified |woods| on the one hand nor the &lake& on the other, could it :first: hold the eye."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0029.wav,183438,"then fell the |gloaming|, making everything still more forbidding in mysterious."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0031.wav,320718,:two: or :three miles: farther on is the main stronghold of the &modocs& held by them so long and defiantly against all the {soldiers{ that could be brought to the !attack!.
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0032.wav,348878,the ducks less wary kept their place is merely ^swimming^ in and out through openings in the rushes rippling the glassy water and raising spangles in their wake.
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0033.wav,715918,"they were broad, rugged, crevassed, cloudlike masses of down grinding ice, pouring forth. streams of muddy water as measures of the work they are doing, and sculpture in the rocks beneath them. very unlike the long majestic glaciers of &alaska& that river like go winding down the &valleys& through the &forests& to the &sea&."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0034.wav,507758,"thus, the &shasta river& issues from a large &lake& like <<spring<< in &shasta valley& and about <2/3< of the volume of the |mcleod| gushes forth in a grand <<spring<< on the east side of the &mountain&, afew :miles: back from its immediate base."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0035.wav,629998,"should the volume of the stream where you strike it seemed small, then you will know that you are above <the spring<. if large nearly equal to its volume at its confluence with the &pit &river&&, then you are below it. and in either case have only to follow the &river& up or down until you come to it."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0036.wav,391278,"under certain conditions, you may hear the roar of the water rushing from the rock at a distance of :half: a :mile: or even more, or you may not hear it until within a few rods."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0038.wav,505038,"asplenium it below &byom heuchera&, &hazel dogwood& and &alder& make a luxurious fringe and setting and the &forests& of |douglas bruce| along the banks are the finest i have ever seen in the &sierra&."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0040.wav,328558,"as the lifeblood of the landscapes, the best of the wilderness comes to their banks and not :one: dull passages found in all their eventful histories."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0041.wav,914318,tracing the mcleod to its highest &springs& and over the divide to the fountains of &fall &river&& near &fort crook& vents down that &river& to its confluence with the pit on. from there to the volcanic region about &lassens butte&.
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0042.wav,205198,the ascent of &lassens butte& is an easy walk and the views from the !summit! are extremely telling.
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0043.wav,317518,"the lofty icy shasta towering high above all seems button hours walk from you, though the distance in an airline is about :60 miles:."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0044.wav,445998,"the &big meadows& lie near the foot of &lassens butte&, a beautiful spacious basin set in the heart of the richly forested &mountains& scarcely surpassed in the grandeur of its surroundings. by |tahoes|."
/home/ubuntu/KerasDeepSpeech/dataset/3000-15664-0046.wav,171598,every landscape low and high seems doomed to be trampled in &herreid&.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0001.wav,307918,"instantly they absorbed all my attention, though i dared not give them a direct look and continued to observe them only in the (glass(."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0002.wav,90638,"yes, and a very respectable :one:."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0003.wav,132078,"the |lady| is not the {mother{ of the boys, but their {aunt{."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0004.wav,114478,the boys belonged to the {gentleman{ who is a {widower{.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0005.wav,64718,|george| nodded.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0006.wav,120878,the boys look quite awake enough if the {father{ does not.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0007.wav,181038,do they still insist that |miss challinor| was the only person in the &room& with them at this time?
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0008.wav,56718,|george|.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0012.wav,215118,a man was looking in from the quarter behind at the :four: persons we were just discussing.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0013.wav,167118,i inquired of |george| with my eyes still on this furtive {watcher{.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0015.wav,87118,i am looking at him <now<.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0016.wav,245998,"justin <every day<. {detective{ but ambitious, i suppose an quite alive to the importance of being thorough."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0019.wav,124878,i asked as soon as |george| had returned to my side.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0020.wav,170958,he wants me to stand ready to obey any summons the {police{ <may< send me.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0022.wav,339118,"he appeared to know, for he told me at once that he was {detective{ |grice|, a man who had grown old in solving just such baffling problems as these."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0023.wav,329198,he gave up work sometime ago. i have been told my {husband{ went on.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0024.wav,138798,the trail here must be a very blind :one: for them to call him in.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0026.wav,313998,"he was late, of course, but when he did appear, i almost forgot our usual greeting in my hurry to ask him if he had seen the <evening< papers."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0028.wav,127438,it was :one: which gave me a small triumph over |george|.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0030.wav,447598,"their greeting was cordial and the lines on the latter's face relaxed. i little as he met the still bright eye of the |maná pon|, whose instinct and ^judgement^ so much reliance had always been placed."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0031.wav,337678,this is very good of you. he began glancing down at the {aged detectives{ bundled up legs and gently pushing a chair towards him.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0036.wav,87758,it's a case in :1000: grace.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0037.wav,209038,the old man's eyes shot fire and unconsciously :1 foot: slipped to the &floor&.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0038.wav,98798,she had no {companion{ near her.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0039.wav,134478,"no word, no cry, just to collapse and sudden <fall<."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0040.wav,156718,in olden days they would have said struck by a |bolt| from heaven.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0042.wav,166318,i should like to see the desk you ^speak^ of and the spot where she fell.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0043.wav,180078,a young {fellow{ who had been hovering in the background at <one< step forward.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0044.wav,143918,he was the (plane( faced {detective{ who had spoken to |george|.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0045.wav,303598,"this &sweetwater&, as they called him was. i have since understood :one: of his {proteges{ and more or less of a favorite."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0046.wav,127438,been over the ground. |studied| the affair carefully.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0047.wav,152398,very well then you're in a position to {pioneer{ me.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0051.wav,359438,"whether he got anything else, it would be impossible to say from his manner as he finally sank into a chair by :one: of the openings and looked down on the &lobby& below."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0052.wav,109198,what are :two: of the {musicians{ from the end of the &hall&?
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0053.wav,85678,"naturally, they reached her :first:."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0054.wav,110320,|mark sauerbrey| and |klaus header berg|.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0055.wav,124078,honest {germans{ men who have played here for years.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0057.wav,85518,anybody before the {father{ came in?
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0058.wav,141998,"yes, |miss clark|, the {middle aged lady{ with the &parishes&."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0061.wav,169198,not till the {doctor{ came. her |doctor who| was happily in his &office& in this very building.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0062.wav,258318,"yes, mr. |slater| at the {assistant manager{ who was in the lobby at the time says that <10 minutes< at least must have elapsed."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0064.wav,125838,|sweetwater| someone drew that weapon out.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0067.wav,254638,it has not been running <since last night< or it would be full of curious people all the time hustling to get a glimpse of this place.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0071.wav,203118,"as her quiet figure appeared in the &doorway&, |sweetwater| stole a glance at mr |grice|."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0074.wav,355918,"for some little time, that is, it seemed long, though i believe it was not <more than a minute< before :two: men came running from the {musicians{ |gallery|."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0077.wav,333678,{miss{ |clark| started.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0078.wav,138638,"no, a very natural :one: i should say."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0080.wav,138158,i k<now< she said what you were going to ask me <now<.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0082.wav,245198,the time is narrowed down to :one: an in that :one: miss |clark| was the only person to touch her.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0084.wav,107278,"&sweetwater&, help me out of this."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0085.wav,361198,"but vigor returned to him before he had well reached the door, and he showed some of his old spirit as he thanked |miss clark| and turned to take the &elevator&."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0086.wav,117838,the <next minute< she was in this lady's arms.
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0087.wav,308078,"no weapon protruded from the wound, nor was any found on or near her in the &mezzanine&."
/home/ubuntu/KerasDeepSpeech/dataset/3081-166546-0089.wav,400718,"it did not <fall< ipon the floor around her, therefore it flew through :one: of those openings into the &lobby& and there it either will be or has been found."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0000.wav,895758,"with an ^education^ which ought to have ensured me an honorable standing in the world with some ^intelligence^, wit good ^literary^ and ^scientific knowledge^, and endowed with those accidental physical qualities which are such a good passport into society, i found myself at the age of :20: the mean {follower{ of a sublime ^art^, in which, if great talent is rightly admired, mediocrity is as rightly despised."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0001.wav,677518,"i was compelled by poverty to become a {member{ of a musical band in which i could expect neither esteem nor consideration, and i was well aware that i should be the laughing stock of the persons who had known me as a {doctor{ in divinity as an {ecclesiastic{ and as an {officer{ in the army, and had welcomed me in the ~hyest society~."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0002.wav,632238,"i felt that in my :first: profession, as i was not blessed with the vocation necessary to it, i should have succeeded only by dint of hypocrisy, and i should have been despicable in my own ^estimation^, even if i had seen the purple mantle on my shoulders for the greatest, dignities cannot silence amans own conscious."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0003.wav,619278,"besides, i was of opinion that a man's profession, whatever it might be, all to supply him with enough money to satisfy all his once in the very poor pay of an {officer{ would never have been sufficient to cover my expenses because my ^education^ had given me greater once than those of {officer{s in general."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0005.wav,279118,we would very often spend the whole <night< rambling about the city ^inventing^ and ^carrying^ into execution. the most important practical ^jokes^.
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0006.wav,228718,"we do the same with {physicians{, who we often sent :half: dressed to some {nobleman{ who was enjoying excellent ^health^."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0007.wav,571438,"whenever we could contrive to get into a &church tower&, we thought it great fun to frighten all the parish by ringing the alarm bell is if some fire had broken out, but that was not all. we always cut the bell ropes so that <in the morning< the churchwardens had no means of summoning the faithful to early mass."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0009.wav,243918,"in every :one: of the :72: parishes of the city of &venice&, there is a large public house called (magazine(, oh."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0010.wav,320398,yet there are a few private rooms which contain a (table( surrounded with benches in which a respec(table( family or a few {friends{ can enjoy themselves in a decent way.
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0011.wav,277838,the {waiter{ of the (magazine( oh came to be paid and our {chief{ gave him what was do enjoining silence under penalty of death.
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0012.wav,95598,we took our :three: {prisoners{ to a large (boat(.
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0013.wav,79118,where is my {husband{?
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0014.wav,112718,never fear you shall see him again <tomorrow<.
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0015.wav,326798,"my {readers{ <may< imagine whether we felt inclined to laugh when the charming creature bait us goodnight. thanking us all with perfect, good faith."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0016.wav,148078,<two days< afterwards are nocturnal. **** began to be talked ovw.
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0017.wav,447598,"it went on to say that the ::two:: men who had carried her off had taken her to such a place where they had <<an hour< later< been met by the other :six:, and that they had all repaired to the ::two:: swords where they had spent <an hour< and drinking."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0018.wav,272398,"there was no cowardly {traitor{ amongst us, although we were all poor. but fear had its effect and are nocturnal. pranks were not renewed."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0020.wav,234638,"i told him and he insisted upon my coming with him in the &gondola&, saying that he would leave me at my &house&."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0022.wav,448718,i jumped out of the &gondola& and found myself on the very spot where <three years< before i had taught |rosetta| such a forcible lesson.
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0023.wav,393358,"taking everything upon myself, i ordered a {servant{ to hurry out for a {physician{ who came in a short time and ordered the {patient{ to be bled again, thus approving the :first: bleeding prescribed by me."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0026.wav,290318,he had gambled in loss to great deal and his {brother{ was his most bitter {enemy{ because he was infatuated with the idea that he had tried to poison him.
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0027.wav,422158,"the {physician{ who attended him was named |terrell|, he thought by some peculiar ^train of reasoning^ that he could cure him by applying immaterial ointment to the chest, to which no :one: raised any objection."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0031.wav,548718,"unwilling to hurt his vanity by telling him that he was mistaken, i took the wild resolution of informing him in the presence of his :two: {friends{ that i possessed a certain numeral ^calculus^ which gave answers also in numbers to any questions i like to put."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0033.wav,78958,the :three: {friends{ were astounded.
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0035.wav,316878,"he ^wrote^ the question in, gave it to me. i read it. i could not understand either the subject or the meaning of the words, but it did not matter. i had to give an answer."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0037.wav,183598,they all asked me how long i would require to teach them the rules of my sublime ^calculus^.
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0038.wav,446638,"not very long, i answered and i will teach you as you wish. although the {hermit{ assured me that i would die suddenly <within three days< if i ^communicated^ my ^science^ to anyone. but i have no faith. whatever in that ^prediction^."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0039.wav,649998,"they believe that through me they possessed the {philosopher{'s stone, the universal panacea, the intercourse with all the elementary, |heavenly|, and infernal spirits, and they had no doubt whatever that thanks to my sublime ^science^, they could find out the secrets of every government in &europe&."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0041.wav,224878,"they were not only good {christians{ and faithful to the &church&, but even real {devotees{ in full of scruples."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0042.wav,357038,"as for the eucharist, |transubstantiation|, the real presence, it was all no mystery to them, but palpable evidence, and yet they were not {jesuits{."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0044.wav,534638,"besides, i found it very flattering to my vanity to become the subject of the speculative chattering of empty {fools{ who, having nothing else to do and always trying to find out the cause of every ^moral phenomena^ they {mate{ with, which their narrow intellect cannot understand."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0046.wav,296078,"your &apartment& is ready. you may send your clothes. you shall have a {servant{ a gondola at your orders, my own table and tense sequence <a month<."
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0047.wav,536238,you need not think of the future. think only of enjoying yourself and take me as your {advisor{ and everything that <may< happen to you in everything you <may< wish to undertake and you <may< be certain of always finding me your {friend{.
/home/ubuntu/KerasDeepSpeech/dataset/3170-137482-0048.wav,231918,"i threw myself at his feet to assure him of my gratitude and embraced him, calling him my {father{."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0000.wav,636558,sir |edward| not wholly discouraged by the denial with which door :4th: had with delicacy acquainted him. still hoped for a kind reception and was so often at the house of mrs |horton| that lord |fredericks| jealousy was excited and the |tortures| he suffered inconsequence convinced him beyond a doubt of the sincerity of his affection.
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0001.wav,509038,"every time he beheld the object of his passion, for he still continued his visits, though not so frequently as heretofore he pleaded his cause with such ardor that miss |woodley|, who was sometimes present and ever compassionate, could not resist wishing him success."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0002.wav,335918,"yet did the watchful miss, |woodley| oftentimes here a sigh escaped from her unknown to herself till she was reminded of it. and then a sudden blush would instantly over spread her face."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0003.wav,255918,"<night< <after night<, his sleep had been disturbed by fears for her. when abroad. <morning< <after morning< it had been broken by the clamor of her return."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0004.wav,100238,i hope |miss milner|. you passed <this evening< at &home&.
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0005.wav,157838,i thought |miss milner| you gave me your word that you would pass <this evening< at &home&.
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0006.wav,169678,"yes indeed, and i believe it is right that i should keep my :first: promise, is it not?"
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0007.wav,294798,"mrs. |horton| rose from her seat, moved the (decanters( and fruit round the (table(, stirred the fire, and came back to her seat again before another word was uttered."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0009.wav,138158,"{miss{ |milner| you shall not leave the &house& <this evening<, sir."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0010.wav,125038,and he walked immediately out of the &apartment& by another door.
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0011.wav,409518,"her hand fell motionless from that which she held. she appeared motionless herself till mrs. |horton| beseeching her not to be uneasy at the treatment she had received, made her tears flow as if her heart was breaking."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0013.wav,256878,do you think i would go answered miss |milner| with an ^eagerness^ that for a time suppressed her tears in contradiction to his will?
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0014.wav,112078,"if you think so, |madam|, i see nothing that should prevent me <now<."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0015.wav,126478,"nice, i command you not to stare out of the &room& <this evening<."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0016.wav,362318,"{miss{ |woodley| obediently sat down, and though her thoughts and heart were in the chamber of her {friend{, she never marked by ::one:: impertinent word or by ::one:: line of her face. the restraint she suffered."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0017.wav,543438,"at the usual hour, mr |dora :4th:| and his |ward| were summoned to t. he entered with a countenance which evinced the remains of anger. his i gave testimony of his absent thoughts, and though he took up a pamphlet affecting to read, it was plain to discern that he scarcely knew. he held it in his hand."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0018.wav,242798,"{miss{ |woodley| thought it her duty to be mute, and <now< the jingle of a :teaspoon: was like a deep toned |belal| was so quiet."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0019.wav,325358,"mrs |horton|, :two in: the self approving reflection that she was not in a quarrel or altercation of any kind, felt herself at this moment, remarkably peaceful and charitable."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0020.wav,328718,"{miss{ |woodley| did not recollect herself, so but was so in reality in her peace and charity were instinctive virtues. accidents could not increase them."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0021.wav,444878,"he coughed, drank his (tea endeavour( to talk, but found it difficult, sometimes red, and in this manner near <2 hours< were passed away. when miss |milner| came into the &room&, not dressed for a (ball(, but as she had risen from dinner."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0022.wav,195758,|dora| for thread on and seemed afraid of looking up lest he should see what he could not have pardoned.
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0023.wav,401518,"<after a few minutes<, pause and some little embarrassment on the part of mrs. |horton|. at the disappointment she had to encounter from this unexpected dutiful conduct. she asked |miss milner| if she would <now< have any (tea(."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0024.wav,203278,"|dora| forth then laid the book out of his hand, and by the time the {servant{ had left the &room& thus began."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0025.wav,160558,"it is often the ungrateful task of a {friend{ to be troublesome, sometimes unmannerly."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0026.wav,282478,forgive the duties of my office and believe that no :one: is :half: so much concerned. if it robs you of any :degree: of happiness as i myself am.
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0028.wav,267118,"she was going to reply but found she could not without accompanying her words with tears. therefore, after the :first: attempt, she desisted."
/home/ubuntu/KerasDeepSpeech/dataset/3536-23268-0029.wav,238638,"on this he rose from his chair and going to her said, once more, show your submission by obeying me a :second: time <today<."
/home/ubuntu/KerasDeepSpeech/dataset/3536-8226-0000.wav,344238,"in the last ^communication^ which he had received from |lady milborough|, she had scolded him in terms that were for her severe because he had not returned to his {wife{ and taken her off with him to &naples&."
/home/ubuntu/KerasDeepSpeech/dataset/3536-8226-0001.wav,285358,"and <now< it had come to pass, that his sole remaining {ally{, mr |samuel basel|. the {ex policeman{ was becoming weary of his service."
/home/ubuntu/KerasDeepSpeech/dataset/3536-8226-0002.wav,302478,at last he sent word to say that he himself would be in &england& <before the end of march< and would see that the majesty of the law should be vindicated in his favor.
